player_id,player_name,player_team,status,candidates
5823,Baldanzi,Genoa,unmatched,
7060,Cacciamani,Torino,unmatched,
7467,Calvani,Frosinone,unmatched,
6506,Fini ,Frosinone,unmatched,
6252,Folorunsho,Napoli,unmatched,
7533,Happonen,Bologna,unmatched,
5707,Piana,Udinese,unmatched,
5436,Raimondo,Frosinone,unmatched,
6503,Stankovic A.,Inter,unmatched,
7294,Valdepenas,Fiorentina,unmatched,
